StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q67,Q73,Q68,Q38,Q33,Q34,Q21_1,Q21_2,Q21_3,Q21_4,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q30,Q32,Q34,Q36,Q36,workerId,condition,sales,salessubjpron,salesobjpron,salesposspron,salessubjproncapit
2022-03-16 08:02:56,2022-03-16 08:07:40,0,73.250.152.37,100,283,1,2022-03-16 08:07:40,R_UryFXx97yHLwKOd,,,,,39.569305419921875,-76.98690032958984375,anonymous,EN,A21IUQEKZ6JF8O,"After recent changes at the executive level of the company I worked for, there was news that layoffs would be occurring, and people with similar positions as others may be layed off, while others would be able to keep their jobs.  It was a very stressful time for many of the staff.",,"There were a lot of instances of people ""showing off"" more and boasting about their accomplishments.  This was happening in many ways, through email, on calls, side conversations, etc.  Everyone felt like they needed to sell themselves as amazing workers putting themselves about the rest and downplaying others achievements.",4,4,1,4,5,5,4,2,3,2,2,1,2,40,1,1,4,,A21IUQEKZ6JF8O,competitive,Jennifer,she,her,her,She
2022-03-16 07:58:41,2022-03-16 08:07:54,0,173.27.129.246,100,552,1,2022-03-16 08:07:55,R_AKXhx57l7SRZcCB,,,,,40.406005859375,-91.39969635009765625,anonymous,EN,AMIYUC9D85YSC,"In my workplace years ago there was a competitive environment where people would lie, cheat and spread rumors to bolster their chances of advancement while keeping others from thriving.",,Some workers would ignore safety measures to improve their speed and accomplishment. Some would cut corners on accuracy for the same reasons if they could then blame others for the errors. Some would lie about the activities of coworkers.,5,3,1,2,2,3,7,1,1,1,1,1,2,71,2,1,4,,AMIYUC9D85YSC,competitive,Andrew,he,him,his,He
2022-03-16 08:01:21,2022-03-16 08:08:40,0,98.26.146.87,100,439,1,2022-03-16 08:08:40,R_YS7KSnY0biO0NW1,,,,,35.7342987060546875,-79.79160308837890625,anonymous,EN,A1XHYQPIYGOLRN,"There was gossip in the workplace. When I made a mistake, some of my coworkers were very unforgiving. When I offered to help with additional tasks, my offers were declined.",,They sought to tear others down by focusing on their shortcomings in an effort to build themselves up.,5,4,1,2,2,4,7,2,2,1,1,1,2,35,2,1,4,,A1XHYQPIYGOLRN,competitive,Jennifer,she,her,her,She
2022-03-16 08:01:12,2022-03-16 08:08:47,0,107.77.233.65,100,455,1,2022-03-16 08:08:47,R_1Q4LsRpRaQPgQlg,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,A1C0R9LZ0K51N0,,It was an outreach with my church. It was a Thanksgiving food give away. Everyone was cooperative and getting along very well.,"I think everyone was there because they wanted to be and not because they had to be there. it was because we were all there for the same cause. ",3,1,2,5,4,5,7,3,3,2,3,3,2,55,2,1,4,no,A1C0R9LZ0K51N0,cooperative,Andrew,he,him,his,He
2022-03-16 07:53:36,2022-03-16 08:08:51,0,24.184.124.78,100,915,1,2022-03-16 08:08:51,R_31vdOUavhDS1fcB,,,,,40.2097015380859375,-74.58100128173828125,anonymous,EN,A2H0VR477QHYO7,"I am in the brokerage industry were driving sales in key to success and advancement. I can work with a client or initiate a sale then when the client calls back someone else takes the sale and gets the credit and commission when I did most of the intro work. My contact appears on the client profile but my coworkers don't care they just want the sale. There is no teamwork nor bringing the client to me upon reading my notes or obvious work that I initiate. I actually do not do this myself and it only hurts me by making me a low performer. ",,"I work is a sales oriented culture which drive greed and disregard for fellow employees. Its not an environment where their is true teamwork. While we are heavily regulated, there is still an air of unethical or unscrupulous behavior to reach a selfish goal. People essentially are out for themselves when selling financial products. ",3,5,1,6,6,5,3,1,1,1,1,1,2,58,1,3,5,"Jennifer's behavior is realistic but does not drive motivation instead it drives attrition. ",A2H0VR477QHYO7,competitive,Jennifer,she,her,her,She
2022-03-16 07:59:39,2022-03-16 08:09:09,0,40.138.26.66,100,569,1,2022-03-16 08:09:09,R_2w7wUYeElhovZYA,,,,,39.5991973876953125,-86.12999725341796875,anonymous,EN,A7BLQM9HAK1TX,"My wife and I participated in an event our church sponsored for married couples. It was a casual event with food and games. The organizers arranged a cornhole tournament. This game involves throwing bean bags onto a board with a hole in the center. We played against other couples and were eliminated after a loss. It started out very friendly and fun, but quickly became very competitive. ",,"Some of the participants started trash-talking their opponents in an effort to beat them. They also became very arrogant and tried to maintain an air of superiority over everyone else. ",2,4,1,3,5,5,6,4,2,2,1,2,2,52,1,6,4,,A7BLQM9HAK1TX,competitive,Andrew,he,him,his,He
2022-03-16 08:06:02,2022-03-16 08:09:38,0,162.154.27.245,100,215,1,2022-03-16 08:09:38,R_1IhYJbmlyEuoENS,,,,,38.21820068359375,-86.1125030517578125,anonymous,EN,A3FTR5MN7ZLS8M,,Working at my job is cooperative. We all work toward the same goal of treating patients quickly.,People helped others that were behind or had a lot to do and taught others when they did not know something.,1,1,2,3,3,4,6,1,1,1,1,1,2,33,2,1,4,,A3FTR5MN7ZLS8M,cooperative,Jennifer,she,her,her,She
2022-03-16 08:08:13,2022-03-16 08:09:53,0,209.185.41.223,100,100,1,2022-03-16 08:09:54,R_3FQhlP07N65mPcJ,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,AZF7257EQJPDO,Tick the categories to show which of them are present in the six sentences,,ociologists study how society affects people and how people affect society. How does being in a crowd affect people's behaviour,5,4,2,7,7,6,6,5,5,4,4,5,2,30,1,2,4,good,AZF7257EQJPDO,competitive,Andrew,he,him,his,He
2022-03-16 08:07:20,2022-03-16 08:11:10,0,75.143.36.133,100,229,1,2022-03-16 08:11:10,R_u2ZFE52WVjGicyl,,,,,42.2554931640625,-71.7718963623046875,anonymous,EN,A2SWHTHZD88X5H,,My friend and I are working on a comic book together. It's my concept and she is helping me learn new drawing techniques to use. We work together well.,We are both respectful of each other. We listen and share ideas and try new things.,1,1,2,2,2,5,6,2,2,1,1,1,2,45,2,1,3,,A2SWHTHZD88X5H,cooperative,Jennifer,she,her,her,She
2022-03-16 08:01:09,2022-03-16 08:11:15,0,74.66.245.151,100,605,1,2022-03-16 08:11:15,R_2UhiwJ8SVq5FNxP,,,,,41.4723968505859375,-74.05660247802734375,anonymous,EN,A2TWOX3S22NNGR,,I'M A RETIRED A SUPERVISOR AND MY TEAM AND I HAD THE TASK OF REDUCING THE VIOLENCE IN OUR JAIL.,"STAFF PUT IN EXTRA HOURS TO COMPLETE OUR COMMON GOAL. ALSO, STAFF MULTI-TASKED AND ASSISTED ONE ANOTHER IN ACHIEVING THIS GOAL.",5,5,2,2,3,7,6,2,3,2,2,2,2,55,1,2,3,,A2TWOX3S22NNGR,cooperative,Jennifer,she,her,her,She
2022-03-16 08:04:06,2022-03-16 08:11:16,0,76.201.52.221,100,430,1,2022-03-16 08:11:17,R_3sjq9bfHGZtjtJ3,,,,,42.789306640625,-83.7135009765625,anonymous,EN,A1N9RW4V3IUAPA,At my husband's work they are talking about adding a night shift.  This would make it so guys who don't work Saturday's will now have to.  These guys don't want to work the night shift or Saturday so they went to their boss and tried to get the guys stuck on night shift also work Saturday.  This would affect my husband and he ended up telling his boss how horrible these people are acting and that they are only thinking of themselves.,,They tried to make it so that they still had the best schedule of a Monday thru Friday shift while throwing the lower seniority guys under the bus.,1,4,1,2,5,6,7,3,3,1,2,2,2,50,2,1,4,,A1N9RW4V3IUAPA,competitive,Andrew,he,him,his,He
2022-03-16 08:06:31,2022-03-16 08:11:17,0,67.80.148.78,100,285,1,2022-03-16 08:11:17,R_26nYgPpKR4iFNYG,,,,,41.251495361328125,-73.28620147705078125,anonymous,EN,A2H7MAB7MRH5VR,,"In all honesty, it hurts me to say but the last time I truly witnessed a group of people working together for a better good would be after September 11th terrorist attack.  ",Everyone was in unity.  Strangers helped strangers and such and almost everyone went out of their way to be there for others that they did not know.,5,1,2,5,5,7,7,1,1,1,1,1,2,49,2,1,4,,A2H7MAB7MRH5VR,cooperative,Andrew,he,him,his,He
2022-03-16 08:07:44,2022-03-16 08:11:23,0,209.34.201.18,100,219,1,2022-03-16 08:11:24,R_1n1S45gye6sxwRT,,,,,41.1544952392578125,-96.1389007568359375,anonymous,EN,AGG6I61OP7MXT,The most recent competition I was in was a five mile race at the zoo.  The winner of each age group would win a free family membership for the whole year.  This is a big prize because the zoo in my town is ranked top zoo in the country.,,People pushed themselves extremely hard and did not care when they saw others around them struggling.,3,5,1,5,5,3,6,3,3,1,1,1,2,29,2,1,4,,AGG6I61OP7MXT,competitive,Jennifer,she,her,her,She
2022-03-16 08:07:28,2022-03-16 08:11:34,0,173.21.78.41,100,246,1,2022-03-16 08:11:35,R_3fGDwq15yBsxmOm,,,,,41.7440948486328125,-91.61319732666015625,anonymous,EN,A140YK07NHCPOF,,"My team of 1st grade teachers had to figure out a discipline policy for our behavior kids.  We each had students that needed help, and we didn't compete with each other, we genuinely stepped in to help each other with certain kids as needed.  ",We disciplined each others kids so their teacher could have a break.  We took turns with recess and end of the day duties.,1,1,2,3,3,5,6,2,2,1,1,1,2,52,2,1,4,,A140YK07NHCPOF,cooperative,Andrew,he,him,his,He
2022-03-16 08:05:32,2022-03-16 08:11:36,0,73.12.34.244,100,363,1,2022-03-16 08:11:36,R_10uCY5sx1slyakX,,,,,38.27099609375,-77.54949951171875,anonymous,EN,AVL8NX27320P,There was a promotion opportunity at work that was very competitive among about 10 people eligible for the job.  And the upcoming opportunity was known by everyone for some time.  So there was a lot of positioning and manipulating by most to make themselves look better to the management people that would be making the selection.,,"The positioning and manipulating was mostly in conversation.  People would emphasize their own accomplishments and skills, sometimes embellishing them a bit.  And they would belittle other people for both personal and professional reasons.  Some of the belittlement was also not true, which seemed unfair.",2,5,1,5,5,5,5,3,3,3,2,2,2,59,1,1,4,None.,AVL8NX27320P,competitive,Andrew,he,him,his,He
2022-03-16 08:09:06,2022-03-16 08:12:46,0,75.40.203.205,100,220,1,2022-03-16 08:12:47,R_3FV55vXvw8QkR5S,,,,,33.1909027099609375,-96.6197967529296875,anonymous,EN,A1RE18GZ7E8N3B,,My boss at my previous job we really leaned on each others experience and we were super efficient. We definitely brought out the best in each other and let each other know that we valued their opinion and insight to help us reach a common goal.,Bounced ideas back and forth. This tactic allowed us to think through things in a different perspective while working through a problem.,3,1,2,5,4,5,6,3,3,2,2,2,2,33,1,1,4,Thanks for the quick survey,A1RE18GZ7E8N3B,cooperative,Andrew,he,him,his,He
2022-03-16 08:03:24,2022-03-16 08:12:50,0,174.192.4.36,100,566,1,2022-03-16 08:12:51,R_11hUMR5k0nzLige,,,,,41.5381927490234375,-72.8007965087890625,anonymous,EN,A1FBI9CPTNYMMR,,"I had to work with my team to setup our phone system virtually on a zoom meeting. It was difficult to talk my non computer savvy coworkers but i could take control of their system and setup their system ",They allowed me to assist them by taking virtual control of their laptop. They were very appreciative,1,1,2,5,5,7,7,1,3,1,1,1,2,40,1,1,4,,A1FBI9CPTNYMMR,cooperative,Jennifer,she,her,her,She
2022-03-16 08:09:17,2022-03-16 08:12:57,0,174.199.99.167,100,219,1,2022-03-16 08:12:57,R_1DHg9gJddAmnFU2,,,,,44.9752044677734375,-93.261199951171875,anonymous,EN,ADWPNK84KYXXU,"Last summer I competed in a beach volleyball tournament. ",,Played to win against the other team.,2,4,1,7,7,1,7,1,1,1,1,1,2,28,2,1,3,,ADWPNK84KYXXU,competitive,Jennifer,she,her,her,She
2022-03-16 08:05:31,2022-03-16 08:12:59,0,99.189.184.91,100,447,1,2022-03-16 08:13:00,R_3oY24zmz2QuUCse,,,,,41.3843994140625,-81.7003021240234375,anonymous,EN,AGP1IXSTAD126,,Our old church and school was closing down. A group of us got together and organized a party. Everyone did a little bit and the event was successful. We had a nice dinner and a last look at the church and school.,We decorated before the event and after took down decorations. We brought things from that era. I sewed pictures from our 8th grade class into a wall hanging. I transferred the pictures from cloth.,2,2,2,2,4,6,6,2,2,1,2,1,2,77,2,1,3,,AGP1IXSTAD126,cooperative,Andrew,he,him,his,He
2022-03-16 08:08:24,2022-03-16 08:13:12,0,24.218.46.27,100,288,1,2022-03-16 08:13:13,R_T28aEchA1Vgjv1L,,,,,41.41290283203125,-72.9076995849609375,anonymous,EN,A2HXAA4WF7IVYG,,My coworkers and I were working towards a goal of making our office environment a better place. We grouped together and brainstormed ideas,Listened to each others wants and needs,2,2,2,4,4,4,4,1,1,1,1,1,2,37,2,1,4,,A2HXAA4WF7IVYG,cooperative,Jennifer,she,her,her,She
2022-03-16 08:12:24,2022-03-16 08:13:17,0,50.216.170.246,100,52,1,2022-03-16 08:13:18,R_3w98y5f58YZ75YZ,,,,,33.8513031005859375,-84.2870025634765625,anonymous,EN,A2CUST5RXVF09H,I gave my friend a piece of paper a few years ago,,When my friend tried to beat me in a swimming competition,4,3,1,2,3,7,5,3,3,2,2,3,4,25,1,4,4,,A2CUST5RXVF09H,competitive,Andrew,he,him,his,He
2022-03-16 08:04:41,2022-03-16 08:13:31,0,207.237.47.232,100,530,1,2022-03-16 08:13:31,R_ZCwqqf0co2ucCU9,,,,,40.7364044189453125,-73.86949920654296875,anonymous,EN,A2PAQJ1JLCPW80,,"Last year, my family and I decided to help out in a charity event. The project was to pack food items to send overseas to unfortunate children that don't have the basic foods to eat. There was a group of approximately 60 people, that we all assigned to different tasks.",People all worked together to make sure that we would hopefully meet a goal of packaging a certain number of food for these children.,2,1,2,5,5,5,7,4,3,2,1,2,2,43,2,4,3,,A2PAQJ1JLCPW80,cooperative,Jennifer,she,her,her,She
2022-03-16 08:08:21,2022-03-16 08:14:42,0,71.59.49.8,100,380,1,2022-03-16 08:14:42,R_sSvUOxv7RijnSaR,,,,,33.9380950927734375,-84.4633026123046875,anonymous,EN,A1120QQ2UZ1KYL,,"The last year, my siblings and I have had to work together to help care for our parents, both of whom have declining health at the same time. Three of the four of us live out of state and not close to our parents, so that has been hard. We all families, but we have worked together so that we are able to lean on each other and do the best we can to help our parents.","People rearranged work schedules and took time off. 
People drove long distances so that others could take a break.",2,1,2,3,5,3,7,3,3,1,1,1,2,46,2,5,4,,A1120QQ2UZ1KYL,cooperative,Jennifer,she,her,her,She
2022-03-16 08:09:06,2022-03-16 08:14:51,0,139.39.8.17,100,344,1,2022-03-16 08:14:51,R_C15KxIRazEnnZVT,,,,,38.8341064453125,-76.79740142822265625,anonymous,EN,A201KQCI7DI8FH,,"I was close to two female coworkers while I was pregnant with my first child. They also were pregnant at/around the same time period. We helped each other out, got toys for each other's kids, gave advice, and shared experiences.","Overall, we supported each other during a new and difficult time. We considered each other when we saw something that may have helped one of us.",3,1,2,5,5,4,6,2,3,2,2,1,2,34,2,1,6,,A201KQCI7DI8FH,cooperative,Jennifer,she,her,her,She
2022-03-16 08:08:22,2022-03-16 08:14:55,0,75.143.173.228,100,392,1,2022-03-16 08:14:55,R_3nMHWZWiCVLvFkN,,,,,35.538604736328125,-82.70379638671875,anonymous,EN,A37ALRG0BRLQQ3,"It soiunds stupid but I was in line for a drive thru window and there was a lane of traffic between my car and the window. I left enough room for people to get thru and some vulture swooped in, dishing me in a long line and blocking off the lane of traffic I had kept open for other people.",,People dished in line and got in front of you if you left the smallest spot open.,4,5,1,5,5,3,5,2,2,2,2,2,2,59,1,1,3,,A37ALRG0BRLQQ3,competitive,Andrew,he,him,his,He
2022-03-16 08:05:35,2022-03-16 08:15:45,0,71.225.142.79,100,609,1,2022-03-16 08:15:45,R_1pxm9ktN3JGQDOW,,,,,39.9792022705078125,-75.127899169921875,anonymous,EN,A3BHV4BSZTCT87,I found my graduate school to be very competitive. There were about 40 PhD students in my department and we had a weekly seminar where everyone across the department participated and provided presentation feedback to one another.,,"Seminars that were meant to be a chance to share research felt more like a chance to show everyone that you had the most complicated research. When the seminar schedule came out, people claimed spots before the official scheduling period was opened. People gave harsh reviews to each other and were not very supportive.",4,4,1,5,6,5,7,3,3,1,2,2,2,29,2,1,6,,A3BHV4BSZTCT87,competitive,Andrew,he,him,his,He
2022-03-16 08:09:31,2022-03-16 08:15:46,0,172.72.93.2,100,375,1,2022-03-16 08:15:47,R_Wx27d34TCnhbd5L,,,,,35.50390625,-80.63379669189453125,anonymous,EN,A8CHA5VSC5KJR,"This is more than two years ago partly due to COVID-19 restrictions. I once tried to get onto the show The Biggest Loser. There were several hundred people competing to get onto the show, which had less than 20 opportunities.",,"People had to show that they were dominant personalities during group interviews, so they often talked over other people and tried to grab the full attention of the interviewers.",5,5,1,5,5,2,7,2,3,2,1,1,2,56,2,1,4,,A8CHA5VSC5KJR,competitive,Jennifer,she,her,her,She
2022-03-16 08:01:27,2022-03-16 08:17:20,0,108.5.230.203,100,953,1,2022-03-16 08:17:21,R_VWL6M2YegREhIe5,,,,,40.85479736328125,-74.0283966064453125,anonymous,EN,A2WX434EAQOE29,,About two years ago I had a very cooperative situation with my coworkers dealing with a project. This was challenging for us since we were all working remotely for the first time due to the pandemic. I thought we did a good job being supportive and patient with each other while trying to finish the project.,My work team all helped one another learn how to use the remote technology to complete the work we needed to do. People shared their knowledge and were tolerant of mistakes.,3,1,2,1,2,5,6,2,3,1,1,2,2,46,1,1,4,,A2WX434EAQOE29,cooperative,Jennifer,she,her,her,She
2022-03-16 08:10:42,2022-03-16 08:17:20,0,71.11.86.67,100,397,1,2022-03-16 08:17:21,R_3092bgoFmk1JofS,,,,,34.751800537109375,-82.2555999755859375,anonymous,EN,A18WNE09USHJSG,,"I was involved in a new program launch for an automotive manufacturer.  With Covid and scheduling, the project was delayed, causing a crisis to emerge.  Our team worked very hard to adjust and complete the launch.",The team was instrumental in adjusting their lives to put in more time and effort at the facility.  Everyone went above and beyond to close the gap.,3,2,2,3,5,4,7,2,2,1,1,1,2,58,1,1,4,,A18WNE09USHJSG,cooperative,Andrew,he,him,his,He
2022-03-16 08:03:44,2022-03-16 08:17:49,0,32.215.234.168,100,844,1,2022-03-16 08:17:49,R_0CGpc7Tojjtl1kd,,,,,41.5041046142578125,-72.9167022705078125,anonymous,EN,A34L4JED8UAIXC,"I worked on a team of programmers for a large company. We worked on projects together and we were supposed to be supporting one another in other job. However we knew that promotions and bonuses were being offered to top level employees, so most people did not want to appear to be a weak employee. When people offered help they made sure that supervisors knew about it.",,"When people offered help they made sure that supervisors knew about it. They offered just enough help so as to keep other people below them at the skill and knowledge levels. ",5,5,1,6,6,3,3,1,1,1,1,1,2,69,1,1,5,"If Andrew were my manager, I would be looking for a new job asap. He probably is the reason for why everyone is burned out. What a terrible human being.",A34L4JED8UAIXC,competitive,Andrew,he,him,his,He
2022-03-16 08:15:05,2022-03-16 08:18:02,0,69.174.145.86,100,177,1,2022-03-16 08:18:02,R_1ImfqaCxUROhudF,,,,,41.88470458984375,-88.30280303955078125,anonymous,EN,A7AI9543Y2V2Y,,My sales team working together to beat our competition.,Shared info on what they know.,1,2,2,4,3,4,6,3,1,1,3,1,2,35,1,1,5,,A7AI9543Y2V2Y,cooperative,Jennifer,she,her,her,She
2022-03-16 08:06:21,2022-03-16 08:19:15,0,71.206.134.170,100,774,1,2022-03-16 08:19:15,R_3Hh4icXk08duoVN,,,,,38.718994140625,-77.74160003662109375,anonymous,EN,A3QZIWRRJWP1PK,"The best example that I can think of was in my fantasy football league. I have been in it every year for the last 15 years with the same people, and generally it is good-natured. However, at least once a year, someone accidentally breaks some obscure rule and the entire group descends into chaos trying to get scores thrown out and games forfeited. I hate that nasty competitive streak that comes out then. It would be so easy to view the breach of rules as a minor inadvertent thing and let it go, but people seem to immediately default to pursuing only their own interests. I hate having to be involved in the discussion, because it isn't my personality, and it forces me to be a person I don't like to be.",,"People start angling for games to be forfeited in their favor, while concocting wild hypothetical scenarios that might prove their point. They argue with each other in ways that can get downright ugly and mean. They lose sight of the fact that we do this to have fun, and give in to aggressively competitive bullying.",1,3,1,5,5,2,5,3,2,2,2,2,2,41,2,1,4,,A3QZIWRRJWP1PK,competitive,Andrew,he,him,his,He
2022-03-16 08:10:43,2022-03-16 08:19:23,0,76.101.170.121,100,519,1,2022-03-16 08:19:23,R_1Lo0XIlOWHpqegm,,,,,26.4347991943359375,-81.81099700927734375,anonymous,EN,AWLVQUE4BC71Q,,I have an acquaintance that has a mission charity for the last 40 years and he now has to compete with 70 other charities with some that are exploiting the system to get around taxes. A bunch of us went around to grocery stores before Thanksgiving with a brochure showing the charity and Israel story. We need many turkeys and other food to help feed the poor. It was teamwork in every sense of the word.,Work together to communicate to local grocery stores about the moving story of Israel and his charity. We can up with a brochure to show this story to show it was true. Great teamwork.,1,1,2,1,3,7,6,1,1,1,1,1,2,55,1,1,4,no,AWLVQUE4BC71Q,cooperative,Andrew,he,him,his,He
2022-03-16 08:14:37,2022-03-16 08:20:09,0,73.17.75.243,100,332,1,2022-03-16 08:20:09,R_2s7naipgpXtSzl0,,,,,41.5695037841796875,-72.34400177001953125,anonymous,EN,ALXPXFJ81RYE4,,"We had an event this fall with my restaurant and food truck and a couple of local farms. One local farm had been hit very hard by the changes in weather and hurt most of the crops. When they had their annual market we offered our food truck to help bring business and the farm gave us any produce and eggs they had for no charge to make food for patrons. Many local artisans joined in to help set up and serve the market. the community members came out to support and help give the farmers and makers some business at the end of a slow year. ","The farmer gave us produce at no charge to prepare lunches. The makers set up and served the market. ",1,1,2,4,4,3,5,4,4,2,3,3,2,38,2,1,5,,ALXPXFJ81RYE4,cooperative,Jennifer,she,her,her,She
2022-03-16 08:14:18,2022-03-16 08:20:50,0,108.183.2.101,100,392,1,2022-03-16 08:20:50,R_30ql3vGPPfyMyQE,,,,,42.7008056640625,-73.86009979248046875,anonymous,EN,A1TOER30AQUY2F,"Trying out for my local travel baseball team. Most of the guys I usually play with were there competing for one of the 12 spots on the team. We all were trying to out perform each other and be picked over each other. There was a lot of pressure and seemed like sabotage was happening to make each other look as bad as we could. ",,"they would make bad throws on purpose to make the other person look bad trying to complete the play or turn a double play. Throwing bad pitches to make the hitter look silly when they were trying to hit. ",1,5,1,5,6,5,7,4,4,2,2,3,2,31,1,1,3,Great Interactive survey,A1TOER30AQUY2F,competitive,Jennifer,she,her,her,She
2022-03-16 08:13:24,2022-03-16 08:21:02,0,73.67.9.203,100,457,1,2022-03-16 08:21:02,R_tQUdoh0tcZ99SH7,,,,,39.0032958984375,-94.1410980224609375,anonymous,EN,AOP2X26YS0DS9,,"A few years back I worked on a public garden with a group of people, and it was some of the best cooperation I have ever witnessed. Everyone worked together to make the garden beds and plant the seeds. It was very well organized and a lot of fun and a learning experience. ","People helped each other and communicated. We would work in groups, and it achieved results quicker by doing it this way. ",3,1,2,6,6,6,6,3,3,2,1,2,2,28,1,1,2,,AOP2X26YS0DS9,cooperative,Andrew,he,him,his,He
2022-03-16 08:16:48,2022-03-16 08:22:18,0,70.37.197.253,100,329,1,2022-03-16 08:22:18,R_2dxVDHprIeKC9s4,,,,,41.7714996337890625,-96.39240264892578125,anonymous,EN,A3RPTW3IGJHBNQ,"I was in a training and needed to complete and assignment to pass to the next level. there was an online chat forum with all the trainees and there were individuals that did a lot of bragging when they passed.  ",,the down played their abilities in a way that bragged on themselves and put down others.,1,3,1,3,4,5,4,1,1,1,1,1,2,52,2,1,4,,A3RPTW3IGJHBNQ,competitive,Jennifer,she,her,her,She
2022-03-16 08:18:49,2022-03-16 08:22:55,0,76.116.215.77,100,245,1,2022-03-16 08:22:55,R_23UWjDlffC0JmHa,,,,,40.657501220703125,-74.3094024658203125,anonymous,EN,A38F0VBX8VV3HI,,"Cleaning up a house that needed to be cleaned. There was a lot of old debris and things from the previous owner, some of it pretty nasty, and we needed to get rid of it. ","We all got together and got rid of the old stuff, a few of us. It took hours over multiple days, and no one seemed to be wanting to slack off.",3,1,2,2,2,6,7,2,2,1,2,2,2,31,4,2,4,,A38F0VBX8VV3HI,cooperative,Jennifer,she,her,her,She
2022-03-16 08:13:05,2022-03-16 08:23:33,0,75.191.136.47,100,627,1,2022-03-16 08:23:33,R_u80m7Vwr7zxEJkR,,,,,36.068206787109375,-80.2928009033203125,anonymous,EN,A1PLCOHMYDFHSA,,"Last year I helped my friends organize the thansgiving potluck, together we organized who was going to bring the cutlery, the desserts, the main dishes, etc.","A friend offered his house to receive the guests, I brought the cutlery, two friends brought desserts and the other main dishes, but other friends offered to decorate the house, in the end we all enjoyed the potluck together.",2,1,2,4,2,5,7,1,1,1,1,1,2,32,2,1,4,"No comments, thank you.",A1PLCOHMYDFHSA,cooperative,Andrew,he,him,his,He
2022-03-16 08:20:24,2022-03-16 08:24:18,0,98.122.175.19,100,233,1,2022-03-16 08:24:18,R_2eVVKYqWb302W9I,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,A3TXECGOC6JHBL,"An event that felt competitive was a 10 mile road race that I ran in a few weeks ago. People were definitely trying their best to win rather than working together. ",,"They ran as fast as they could and tried to get ahead of others. ",1,5,1,2,2,6,6,1,1,1,1,1,2,42,2,1,5,,A3TXECGOC6JHBL,competitive,Andrew,he,him,his,He
2022-03-16 08:18:32,2022-03-16 08:24:26,0,71.131.68.182,100,354,1,2022-03-16 08:24:27,R_YVKacAuPcbHplkZ,,,,,32.7052001953125,-97.3350982666015625,anonymous,EN,A1WDT5KP87FOTA,,"Never experienced this situation. ","Nothing at all. ",3,3,2,4,4,4,4,1,1,1,1,1,2,33,2,2,4,,A1WDT5KP87FOTA,cooperative,Andrew,he,him,his,He
2022-03-16 08:20:45,2022-03-16 08:24:32,0,174.80.207.41,100,226,1,2022-03-16 08:24:32,R_78P5rORAbX8X9WV,,,,,36.1985015869140625,-81.1352996826171875,anonymous,EN,A2CUF46E1APCQJ,,I think the most cooperative situation I have been in is when our church works together for the children in the community. They do an event every year in the summer kind of like Bible school where we do fun things for the kids and take them to an amusement park after bible study for a week. We plan and shop and work together to make this happen and EVERYONE gets along during the process.,During this time we have to plan together and work together for a lesson and get everything together. We also have to shop and organize and decorate for the lessons for the kids and we all have to get along and work together for it to happen.,2,1,2,5,3,6,7,4,3,3,3,3,2,40,1,1,3,N/A,A2CUF46E1APCQJ,cooperative,Andrew,he,him,his,He
2022-03-16 08:15:05,2022-03-16 08:25:19,0,172.75.132.220,100,614,1,2022-03-16 08:25:20,R_1mlnsRnROGfCkFe,,,,,34.1562042236328125,-79.389801025390625,anonymous,EN,A2OG7QWTB0Y8T0,,I was involved in helping to build home for people  people would help build your home and in return you would help build other peoples homes,they would volunteer their labor skills and knowledge to help others,5,1,2,2,2,7,7,2,2,2,2,2,2,67,1,2,2,,A2OG7QWTB0Y8T0,cooperative,Jennifer,she,her,her,She
2022-03-16 08:20:50,2022-03-16 08:25:26,0,71.47.16.198,100,275,1,2022-03-16 08:25:26,R_3G0RNvLjpTBZAMX,,,,,28.7935028076171875,-81.28679656982421875,anonymous,EN,A2ASUJSN2XS9IS,"In law school, the student course grades were placed into a bell curve, with only the top 5 scores being able to achieve an A regardless of the score you receive on the examination. No one ever was willing to help another student, answer questions, or work together, as we were all in direct competition.  I worked very hard and achieved excellent grades. It was amazingly stressful. ",,"People refused to assist one another or to help each other understand legal concepts.  Many felt they succeeded when others around them failed. ",4,5,1,5,5,5,6,2,2,1,2,2,2,46,1,1,6,,A2ASUJSN2XS9IS,competitive,Andrew,he,him,his,He
